fixed acidity,volatile acidity,citric acid,residual sugar,free sulfur dioxide,sulphates,total sulfur dioxide,density（负相关）,pH（正相关）,chlorides（负相关）,alcohol（正相关）,quality
6.8,0.23,0.42,7.4,56,0.48,189,0.9958,3.22,0.044,9.3,6
7.8,0.25,0.34,13.7,66,0.75,184,0.99976,3.22,0.044,8.9,5
7.8,0.25,0.34,13.7,66,0.75,184,0.99976,3.22,0.044,8.9,5
5.6,0.2,0.22,1.3,25,0.43,155,0.99296,3.74,0.049,10,5
6.4,0.21,0.44,7.4,47,0.46,182,0.9957,3.24,0.045,9.1,5
6.8,0.23,0.42,7.4,56,0.48,189,0.9958,3.22,0.044,9.3,6
6.8,0.24,0.37,7.45,59,0.5,188,0.99579,3.2,0.043,9.4,6
7.8,0.25,0.28,7.2,46,0.6,179,0.99541,3.14,0.04,10.1,6
7.8,0.25,0.34,13.7,66,0.75,184,0.99976,3.22,0.044,8.9,5
6.8,0.16,0.29,10.4,59,0.4,143,0.99518,3.2,0.046,10.8,6
5.2,0.28,0.29,1.1,18,0.54,69,0.99168,3.24,0.028,10,6
7.5,0.18,0.31,6.5,53,0.38,160,0.99276,3.03,0.029,10.9,6
7.5,0.26,0.3,4.6,29,0.38,92,0.99085,3.15,0.027,12,7
8.2,0.37,0.64,13.9,22,0.8,171,0.99873,2.99,0.043,9.3,5
7.6,0.4,0.27,5.2,32,0.62,101,0.99172,3.22,0.03,12.3,7
7.5,0.26,0.25,1.7,29,0.56,129,0.99312,3.45,0.038,10.4,6
7.5,0.18,0.31,6.5,53,0.38,160,0.99276,3.03,0.029,10.9,6
6.9,0.23,0.32,16.4,62,0.42,153,0.9972,3.22,0.045,10.5,5
5.3,0.2,0.31,3.6,22,0.5,91,0.99278,3.41,0.036,9.8,6
6.5,0.17,0.31,1.5,34,0.46,121,0.99092,3.06,0.041,10.5,6
6.5,0.35,0.28,12.4,86,0.51,213,0.9962,3.16,0.051,9.9,6
6.5,0.29,0.31,1.7,24,0.69,79,0.99053,3.27,0.035,11.4,7
6.8,0.3,0.22,6.2,41,0.51,190,0.99858,3.18,0.06,9.2,5
7.9,0.51,0.36,6.2,30,0.53,173,0.9984,3.09,0.051,9.7,5
7.9,0.51,0.34,2.6,13,0.51,135,0.99335,3.09,0.049,10,5
6.5,0.29,0.31,1.7,24,0.69,79,0.99053,3.27,0.035,11.4,7
7.1,0.29,0.28,9.3,50,0.49,141,0.9949,3.13,0.048,10.3,6
6.5,0.35,0.28,12.4,86,0.51,213,0.9962,3.16,0.051,9.9,6
6.5,0.17,0.31,1.5,34,0.46,121,0.99092,3.06,0.041,10.5,6
7.4,0.2,0.28,9.1,29,0.47,95,0.99532,3.16,0.047,9.8,7
6.9,0.615,0.42,12,24,0.34,131,0.99727,3.19,0.067,9.3,5
6.8,0.32,0.28,4.8,25,0.47,100,0.99026,3.08,0.034,12.4,7
6.3,0.2,0.19,12.3,54,0.42,145,0.99668,3.16,0.048,9.3,6
6.9,0.615,0.42,12,24,0.34,131,0.99727,3.19,0.067,9.3,5
8,0.23,0.28,2.7,49,0.72,165,0.9952,3.26,0.048,9.5,6
6.7,0.27,0.33,3.6,9,0.4,45,0.99144,3.08,0.034,10.5,6
6.7,0.27,0.33,3.6,9,0.4,45,0.99144,3.08,0.034,10.5,6
6.7,0.44,0.22,4.3,19,0.53,99,0.99015,3.26,0.032,12.8,7
7,0.34,0.3,1.8,44,0.45,142,0.9914,2.99,0.045,10.8,6
7.3,0.26,0.33,11.8,48,0.55,127,0.99693,3.1,0.057,10,6
5.8,0.17,0.34,1.8,96,0.9,170,0.99035,3.38,0.045,11.8,8
7.3,0.26,0.33,11.8,48,0.55,127,0.99693,3.1,0.057,10,6
5.8,0.17,0.34,1.8,96,0.9,170,0.99035,3.38,0.045,11.8,8
6.8,0.17,0.36,1.4,38,0.66,108,0.99006,3.19,0.036,12,6
7.1,0.43,0.3,6.6,15,0.46,138,0.99126,3.18,0.025,12.6,6
5.8,0.315,0.27,1.55,15,0.4,70,0.98994,3.37,0.026,11.9,8
5.9,0.17,0.28,0.7,5,0.32,28,0.98985,3.13,0.027,10.6,5
6.6,0.34,0.18,6.4,47,0.48,240,0.9971,3.42,0.082,9.2,5
8.6,0.33,0.34,11.8,42,0.52,240,0.99882,3.17,0.059,10,6
5.6,0.12,0.26,4.3,18,0.46,97,0.99477,3.36,0.038,9.2,5
5.8,0.13,0.26,5.1,19,0.47,103,0.99478,3.36,0.039,9.3,6
7.7,0.18,0.35,5.8,25,0.54,144,0.99576,3.24,0.055,10.2,6
7.7,0.16,0.36,5.9,25,0.54,148,0.99578,3.25,0.054,10.2,6
6,0.26,0.15,1.3,51,0.51,154,0.99354,3.14,0.06,8.7,5
7.3,0.32,0.35,1.4,8,0.42,163,0.99244,3.24,0.05,10.7,5
7.7,0.3,0.34,1.2,4,0.34,119,0.99084,3.18,0.048,12.1,6
7.9,0.16,0.3,7.4,58,0.37,152,0.99612,3.12,0.05,9.5,6
6.4,0.27,0.29,10.8,17,0.37,118,0.99356,3.18,0.028,11.2,6
6.9,0.16,0.37,1.8,36,0.59,95,0.98952,2.93,0.034,12,6
7.9,0.16,0.3,7.4,58,0.37,152,0.99612,3.12,0.05,9.5,6
7.7,0.3,0.34,1.2,4,0.34,119,0.99084,3.18,0.048,12.1,6
7.3,0.32,0.35,1.4,8,0.42,163,0.99244,3.24,0.05,10.7,5
6.4,0.44,0.44,14.4,29,0.54,228,0.99955,3.26,0.048,8.8,7
6.3,0.2,0.24,1.7,36,0.66,135,0.99374,3.8,0.052,10.8,6
6.2,0.29,0.32,3.6,39,0.37,138,0.9892,3.31,0.026,13.1,7
7.6,0.39,0.32,3.6,22,0.6,93,0.99144,3.08,0.035,12.5,7
7,0.36,0.32,10.05,37,0.33,131,0.99352,3.09,0.045,11.7,8
7,0.36,0.32,10.05,37,0.33,131,0.99352,3.09,0.045,11.7,8
7,0.36,0.32,10.5,35,0.33,135,0.9935,3.09,0.045,11.6,8
7.6,0.2,0.36,1.9,24,0.54,111,0.99237,3.29,0.043,11.3,6
7.6,0.39,0.32,3.6,22,0.6,93,0.99144,3.08,0.035,12.5,7
6.7,0.2,0.37,1.65,42,0.45,103,0.99022,3.11,0.025,11.4,5
6.2,0.235,0.34,1.9,4,0.44,117,0.99032,3.4,0.036,12.2,5
7.8,0.965,0.6,65.8,8,0.69,160,1.03898,3.39,0.074,11.7,6
7.1,0.2,0.31,6.85,32,0.59,211,0.99587,3.31,0.053,10.4,6
7.1,0.2,0.31,7.4,32,0.59,211,0.99587,3.31,0.053,10.4,6
7.1,0.2,0.31,7.4,32,0.59,211,0.99587,3.31,0.053,10.4,6
6.4,0.24,0.25,20.2,35,0.5,157,0.99976,3.17,0.083,9.1,5
8,0.3,0.36,11,8,0.41,70,0.99354,3.05,0.034,12.2,6
6.4,0.24,0.25,20.2,35,0.5,157,0.99976,3.17,0.083,9.1,5
6.9,0.4,0.42,6.2,41,0.54,176,0.99552,3.12,0.066,9.4,5
6.9,0.4,0.43,6.2,42,0.53,178,0.99552,3.11,0.065,9.4,5
7.1,0.2,0.31,6.85,32,0.59,211,0.99587,3.31,0.053,10.4,6
6.6,0.25,0.51,8,61,0.49,189,0.99604,3.22,0.047,9.2,5
6.8,0.26,0.44,8.2,52,0.51,183,0.99584,3.2,0.046,9.4,5
6.5,0.37,0.3,2.2,39,0.53,107,0.98894,3.22,0.033,13.5,7
6.8,0.35,0.53,10.1,37,0.4,151,0.9963,3.07,0.053,9.4,5
6.4,0.22,0.32,7.2,15,0.55,83,0.993,3.13,0.028,10.9,8
6.5,0.37,0.3,2.2,39,0.53,107,0.98894,3.22,0.033,13.5,7
6.8,0.35,0.53,10.1,37,0.4,151,0.9963,3.07,0.053,9.4,5
6.9,0.31,0.32,1.6,34,0.45,114,0.99068,3.19,0.036,11.4,7
6.7,0.16,0.37,1.3,45,0.51,125,0.98964,3.19,0.036,12.4,7
6.6,0.25,0.51,8,61,0.49,189,0.99604,3.22,0.047,9.2,5
6.8,0.26,0.44,8.2,52,0.51,183,0.99584,3.2,0.046,9.4,5
5.6,0.15,0.31,5.3,8,0.39,79,0.9923,3.3,0.038,10.5,6
5.5,0.15,0.32,14,16,0.38,99,0.99437,3.26,0.031,11.5,8
6.4,0.22,0.32,7.2,15,0.55,83,0.993,3.13,0.028,10.9,8
7.3,0.2,0.26,1.6,36,0.44,123,0.99238,3.34,0.04,10.8,6
7.5,0.17,0.71,11.8,52,0.46,148,0.99801,3.03,0.038,8.9,5
7.5,0.18,0.72,9.6,53,0.46,151,0.99802,3.03,0.039,8.9,5
7,0.27,0.48,6.1,60,0.5,184,0.99566,3.2,0.042,9.4,6
5.8,0.32,0.31,2.7,25,0.73,153,0.99067,3.44,0.049,12.2,7
7.8,0.26,0.31,3.6,22,0.47,100,0.99066,2.99,0.025,12.1,7
7.4,0.3,0.32,1.7,23,0.66,128,0.9929,3.17,0.03,10.9,5
6.7,0.16,0.34,1.6,27,0.58,109,0.9934,3.34,0.026,10.1,6
5.8,0.32,0.31,2.7,25,0.73,153,0.99067,3.44,0.049,12.2,7
6.7,0.19,0.39,1,14,0.38,71,0.98912,3.31,0.032,13,7
6.6,0.36,0.24,0.9,15,0.39,72,0.99066,3.23,0.038,11,5
7.2,0.17,0.41,1.6,24,0.49,126,0.99228,3.19,0.052,10.8,5
6.7,0.19,0.39,1,14,0.38,71,0.98912,3.31,0.032,13,7
6,0.11,0.47,10.6,69,0.34,148,0.9958,2.91,0.052,9.3,4
6,0.21,0.34,2,63,0.42,123,0.99052,3.44,0.042,11.4,6
6.7,0.325,0.82,1.2,49,0.38,120,0.99312,2.99,0.152,9.2,5
6.6,0.4,0.46,6.2,42,0.6,241,0.9968,3.5,0.056,9.9,5
6.5,0.2,0.24,9.2,25,0.44,150,0.99502,3.22,0.044,10.5,5
7.6,0.27,0.34,5,18,0.48,56,0.99084,3.06,0.04,12.4,6
7.2,0.26,0.4,6.3,52,0.53,172,0.99573,3.18,0.047,9.5,6
6.3,0.25,0.22,3.3,41,0.5,161,0.99256,3.16,0.048,10.5,6
6.5,0.22,0.45,8,52,0.48,196,0.9959,3.23,0.053,9.1,6
6.4,0.14,0.31,1.2,53,0.35,138,0.99084,3.38,0.034,11.5,7
6.4,0.14,0.31,1.2,53,0.35,138,0.99084,3.38,0.034,11.5,7
7.1,0.26,0.32,16.2,31,0.37,170,0.99644,3.17,0.044,11.2,5
6.6,0.22,0.34,11.6,59,0.4,140,0.99526,3.22,0.05,10.8,5
6.6,0.45,0.43,7.2,31,0.44,186,0.9954,3.12,0.064,9.4,5
6.6,0.17,0.3,1.1,13,0.58,73,0.99095,3.17,0.031,11,6
7.2,0.44,0.28,3.4,22,0.37,112,0.99188,3.21,0.048,11.3,7
6.2,0.15,0.27,1.4,51,0.38,117,0.9909,3.28,0.041,11.2,6
6.3,0.25,0.22,3.3,41,0.5,161,0.99256,3.16,0.048,10.5,6
6.5,0.22,0.45,8,52,0.48,196,0.9959,3.23,0.053,9.1,6
7.3,0.26,0.3,9.3,35,0.5,154,0.99581,3.21,0.05,10.4,6
6.9,0.15,0.29,2.3,14,0.58,82,0.99132,3.1,0.033,11.2,7
5.8,0.22,0.29,0.9,34,0.36,89,0.98936,3.14,0.034,11.1,7
6.5,0.37,0.33,3.5,23,0.38,92,0.99136,3.18,0.036,11.2,6
5.5,0.375,0.38,1.7,17,0.39,98,0.99142,3.29,0.036,10.5,6
5.9,0.2,0.4,1.3,23,0.45,92,0.99232,3.2,0.047,10,6
5.9,0.22,0.38,1.3,24,0.47,90,0.99232,3.2,0.046,10,6
8,0.22,0.31,5.6,24,0.42,97,0.993,3.1,0.049,10.9,5
6.5,0.22,0.29,7.4,16,0.56,87,0.99311,3.15,0.028,10.9,7
6.9,0.15,0.29,2.3,14,0.58,82,0.99132,3.1,0.033,11.2,7
5.8,0.2,0.34,1,40,0.42,86,0.98993,3.5,0.035,11.7,5
6.6,0.31,0.07,1.5,55,0.42,144,0.99208,3.16,0.033,10,5
7.7,0.43,0.37,10,22,0.64,210,0.99776,3.02,0.169,9.5,5
6.7,0.24,0.29,14.9,55,0.52,136,0.99839,3.03,0.053,9,5
7.3,0.23,0.34,9.3,19,0.56,86,0.99574,3.04,0.052,10,5
7.9,0.2,0.39,1,37,0.43,154,0.99093,3.08,0.041,11.9,5
5.3,0.16,0.39,1,40,0.59,101,0.99156,3.57,0.028,10.6,6
6.4,0.21,0.28,5.9,29,0.4,101,0.99278,3.15,0.047,11,6
6.9,0.33,0.26,5,46,0.43,143,0.9924,3.25,0.027,11.2,7
5.6,0.18,0.58,1.25,29,0.6,129,0.98984,3.51,0.034,12,7
6.6,0.29,0.31,3.9,39,0.6,96,0.99035,3.24,0.027,12.6,8
6.9,0.33,0.26,5,46,0.43,143,0.9924,3.25,0.027,11.2,7
6.6,0.21,0.36,0.8,48,0.68,113,0.99165,3.24,0.034,10.5,6
7.3,0.21,0.33,1,66,0.52,144,0.9923,3.11,0.037,10.2,6
6.4,0.21,0.28,5.9,29,0.4,101,0.99278,3.15,0.047,11,6
5.1,0.11,0.32,1.6,12,0.52,90,0.99008,3.57,0.028,12.2,6
6.5,0.15,0.32,1.3,19,0.41,76,0.98964,3.18,0.036,12.3,6
5.3,0.16,0.39,1,40,0.59,101,0.99156,3.57,0.028,10.6,6
5.6,0.19,0.46,1.1,33,0.5,115,0.9909,3.36,0.032,10.4,6
5.6,0.18,0.58,1.25,29,0.6,129,0.98984,3.51,0.034,12,7
6.7,0.48,0.32,1.4,22,0.53,121,0.9889,3.15,0.021,12.7,7
6.2,0.23,0.23,1.2,18,0.28,128,0.99178,3.05,0.018,10.6,5
6,0.17,0.29,5,25,0.34,108,0.99076,3.14,0.028,12.3,6
6.7,0.48,0.32,1.4,22,0.53,121,0.9889,3.15,0.021,12.7,7
6.7,0.15,0.38,1.7,20,0.53,84,0.99046,3.09,0.037,11.4,6
4.2,0.17,0.36,1.8,93,0.89,161,0.98999,3.65,0.029,12,7
5.8,0.21,0.32,1.6,38,0.94,95,0.98946,3.23,0.045,12.4,8
5.4,0.23,0.36,1.5,74,0.99,121,0.98976,3.24,0.03,12.1,7
6.7,0.15,0.38,1.7,20,0.53,84,0.99046,3.09,0.037,11.4,6
6.4,0.22,0.31,13.9,57,0.38,135,0.99672,3.21,0.04,10.7,5
6.5,0.15,0.55,5.9,75,0.4,162,0.99482,2.97,0.045,9.3,5
5.9,0.32,0.33,2.1,35,0.42,138,0.98945,3.37,0.027,12.7,6
5.7,0.37,0.3,1.1,24,0.39,88,0.98883,3.18,0.029,11.7,6
7.9,0.25,0.35,6.7,22,0.49,64,0.99362,2.93,0.039,10.7,5
7.2,0.21,0.28,2.7,38,0.43,94,0.99075,2.99,0.033,11.8,7
7,0.24,0.3,6.7,37,0.39,125,0.99436,3.2,0.039,9.9,5
6.8,0.475,0.33,3.95,16,0.53,81,0.98988,3.23,0.047,13.4,7
7,0.28,0.32,7.75,30,0.64,114,0.99158,3.12,0.032,12.8,7
6.9,0.4,0.3,10.6,24,0.45,87,0.99265,3.15,0.033,12.8,6
6.6,0.41,0.31,1.6,18,0.41,101,0.99195,3.13,0.042,10.5,5
6.4,0.2,0.28,2.5,24,0.55,84,0.99168,3.31,0.032,11.5,5
8.5,0.22,0.34,0.7,5,0.37,25,0.9918,3.04,0.04,10.5,4
8.4,0.36,0.36,11.1,21,0.39,132,0.99313,2.95,0.032,13,6
5.2,0.285,0.29,5.15,64,0.34,138,0.9895,3.19,0.035,12.4,8
6.9,0.2,0.3,4.7,40,0.35,148,0.9932,3.16,0.041,10.2,6
6.7,0.42,0.46,9.7,67,0.5,234,0.99848,3.23,0.054,9,5
6.2,0.16,0.34,1.7,85,0.86,153,0.9909,3.33,0.038,12,7
6.4,0.125,0.36,1.4,22,0.5,68,0.99014,3.15,0.044,11.7,7
6.4,0.44,0.26,2,20,0.57,180,0.9952,3.58,0.054,10,5
7,0.31,0.39,7.5,42,0.54,218,0.99652,3.37,0.055,10.3,5
6.7,0.42,0.46,9.7,67,0.5,234,0.99848,3.23,0.054,9,5
8.6,0.18,0.28,0.8,25,0.38,78,0.99104,2.99,0.032,11.1,5
6.2,0.21,0.26,13.1,59,0.46,150,0.99772,3.31,0.05,9,5
6.1,0.16,0.37,1.1,37,0.58,97,0.9922,3.4,0.031,10.5,6
6.5,0.22,0.32,2.2,36,0.59,92,0.99076,3.27,0.028,11.9,7
6.2,0.36,0.14,8.9,38,0.5,155,0.99622,3.27,0.036,9.4,5
5.7,0.21,0.25,1.1,26,0.52,81,0.9902,3.31,0.035,11.4,6
6.4,0.25,0.32,0.9,40,0.58,114,0.99114,3.31,0.034,10.8,7
7.6,0.31,0.26,1.7,40,0.46,157,0.9938,3.1,0.073,9.8,5
6.6,0.26,0.46,6.9,59,0.45,183,0.99594,3.2,0.047,9.3,5
5.7,0.21,0.25,1.1,26,0.52,81,0.9902,3.31,0.035,11.4,6
6.2,0.2,0.31,1,22,0.52,73,0.99035,3.24,0.031,11.3,6
6.2,0.18,0.3,1,23,0.52,73,0.99032,3.23,0.031,11.3,6
6.1,0.37,0.2,7.6,49,0.48,170,0.99558,3.22,0.031,9.5,5
6.2,0.36,0.14,8.9,38,0.5,155,0.99622,3.27,0.036,9.4,5
6.5,0.22,0.32,2.2,36,0.59,92,0.99076,3.27,0.028,11.9,7
7.7,0.18,0.3,1.2,49,0.38,199,0.99413,3.03,0.046,9.3,5
6.9,0.14,0.38,1,22,0.54,81,0.99043,3.03,0.041,11.4,6
6.9,0.14,0.38,1,22,0.54,81,0.99043,3.03,0.041,11.4,6
6,0.44,0.26,3.1,57,0.39,128,0.98982,3.22,0.053,12.7,6
7.1,0.36,0.4,1.95,26,0.45,118,0.98934,3.2,0.033,13.5,7
5.7,0.28,0.28,2.2,15,0.52,65,0.9902,3.06,0.019,11.2,6
6.4,0.16,0.32,8.75,38,0.41,118,0.99449,3.19,0.038,10.7,5
7.4,0.28,0.4,11.9,13,0.46,92,0.99629,3.01,0.032,10.8,4
6.7,0.39,0.31,2.7,27,0.57,202,0.9948,3.46,0.054,10.5,6
6.5,0.44,0.47,5.45,44,0.32,137,0.98984,3.13,0.014,13,8
6.9,0.22,0.31,6.3,41,0.49,131,0.99326,3.08,0.029,10.8,6
6.6,0.22,0.29,14.4,39,0.5,118,0.99834,3.05,0.046,9.1,6
7.7,0.25,0.3,7.8,67,0.5,196,0.99555,3.1,0.038,10.1,5
5.2,0.155,0.33,1.6,13,0.84,59,0.98975,3.3,0.028,11.9,8
7,0.31,0.31,9.1,45,0.31,140,0.99216,2.98,0.036,12,7
7,0.31,0.31,9.1,45,0.31,140,0.99216,2.98,0.036,12,7
6.6,0.22,0.29,14.4,39,0.5,118,0.99834,3.05,0.046,9.1,6
5.6,0.21,0.4,1.3,81,0.95,147,0.9901,3.22,0.041,11.6,8
5.2,0.155,0.33,1.6,13,0.84,59,0.98975,3.3,0.028,11.9,8
6.4,0.25,0.32,11.3,69,0.5,192,0.99573,3.14,0.038,10.2,6
6.9,0.22,0.31,6.3,41,0.49,131,0.99326,3.08,0.029,10.8,6
5.3,0.21,0.29,0.7,11,0.4,66,0.99215,3.3,0.028,9.8,5
7.1,0.27,0.28,1.25,3,0.3,89,0.98993,2.95,0.023,11.4,4
5.2,0.17,0.27,0.7,11,0.41,68,0.99218,3.3,0.03,9.8,5
7.7,0.25,0.3,7.8,67,0.5,196,0.99555,3.1,0.038,10.1,5
7,0.12,0.29,10.3,41,0.38,98,0.99564,3.19,0.039,9.8,8
7,0.12,0.29,10.3,41,0.38,98,0.99564,3.19,0.039,9.8,8
7.1,0.29,0.34,7.8,49,0.4,128,0.99397,3.21,0.036,10.7,6
7.2,0.3,0.3,8.7,14,0.61,111,0.99576,3.11,0.022,10.6,5
6.8,0.26,0.46,8.3,49,0.47,173,0.99601,3.17,0.037,9.3,5
7,0.12,0.29,10.3,41,0.38,98,0.99564,3.19,0.039,9.8,8
7.1,0.29,0.34,7.8,49,0.4,128,0.99397,3.21,0.036,10.7,6
4.9,0.33,0.31,1.2,39,0.59,150,0.98713,3.33,0.016,14,8
5.1,0.29,0.28,8.3,27,0.37,107,0.99308,3.36,0.026,11,6
5.1,0.29,0.28,8.3,27,0.37,107,0.99308,3.36,0.026,11,6
6.8,0.26,0.48,6.2,55,0.45,182,0.99582,3.21,0.049,9.4,6
6,0.28,0.52,5,30,0.36,139,0.99494,3.1,0.078,9,6
6,0.28,0.25,1.8,8,0.55,108,0.9929,3.08,0.042,9,5
7.2,0.2,0.22,1.6,17,0.53,101,0.99471,3.37,0.044,10,5
6.1,0.27,0.25,1.8,9,0.54,109,0.9929,3.08,0.041,9,5
6,0.28,0.25,1.8,8,0.55,108,0.9929,3.08,0.042,9,5
6.4,0.29,0.3,2.9,25,0.6,79,0.99037,3.29,0.036,12.4,7
7.4,0.35,0.24,6,28,0.44,123,0.99304,3.14,0.042,11.3,5
8.1,0.12,0.38,0.9,36,0.55,86,0.99026,2.8,0.034,12,6
6.4,0.12,0.3,1.1,37,0.56,94,0.98986,3.01,0.031,11.7,6
7.2,0.2,0.22,1.6,17,0.53,101,0.99471,3.37,0.044,10,5
7.3,0.4,0.26,5.45,26,0.54,90,0.98951,2.84,0.016,13.2,7
7.7,0.11,0.34,14.05,41,0.59,114,0.99634,3.07,0.04,11,7
6.9,0.23,0.41,8,30,0.54,114,0.99368,3.22,0.03,11,6
6.9,0.38,0.38,13.1,14,0.48,94,0.99792,3.02,0.112,9.2,5
7.5,0.38,0.29,4.9,38,0.48,113,0.99026,3.08,0.021,13,7
5.8,0.19,0.24,1.3,38,0.6,128,0.99362,3.77,0.044,10.6,5
5.5,0.34,0.26,2.2,31,0.49,119,0.98919,3.55,0.021,13,8
6.6,0.23,0.3,14.9,33,0.54,118,0.99835,3.04,0.051,9,6
6.6,0.23,0.3,14.9,33,0.54,118,0.99835,3.04,0.051,9,6
8.4,0.31,0.31,0.95,52,0.32,148,0.99038,2.93,0.021,11.5,5
6.7,0.2,0.3,1.4,17,0.44,76,0.99104,3.11,0.025,11,6
8.4,0.31,0.31,0.95,52,0.32,148,0.99038,2.93,0.021,11.5,5
7.3,0.26,0.24,1.7,10,0.43,112,0.99286,3.11,0.05,9.9,5
6.3,0.22,0.22,5.6,31,0.46,128,0.99296,3.12,0.039,10.4,6
6.6,0.23,0.3,14.9,33,0.54,118,0.99835,3.04,0.051,9,6
7.5,0.19,0.4,7.1,50,0.52,110,0.9954,3.06,0.056,9.9,6
8,0.14,0.33,1.2,71,0.47,162,0.9914,3.07,0.045,11,6
6.8,0.32,0.39,9.6,34,0.35,124,0.99286,3.18,0.026,12.1,6
6.6,0.23,0.2,11.4,45,0.51,131,0.99604,2.96,0.044,9.7,6
6.6,0.23,0.2,11.4,45,0.51,131,0.99604,2.96,0.044,9.7,6
6.7,0.36,0.26,7.9,39,0.3,123,0.99119,2.99,0.034,12.2,7
6.1,0.38,0.42,5,31,0.31,113,0.99007,3.15,0.016,12.4,7
8.5,0.23,0.28,11.1,30,0.39,97,0.99507,3.03,0.033,10.5,7
7,0.2,0.31,8,29,0.57,213,0.99596,3.28,0.05,10.4,6
6,0.26,0.32,3.8,48,0.34,180,0.99011,3.15,0.029,12,6
6.9,0.3,0.3,10.55,4,0.32,28,0.99184,3.07,0.037,12.7,6
6.7,0.18,0.28,10.2,29,0.45,115,0.99469,3.11,0.039,10.9,7
6.7,0.18,0.28,10.2,29,0.45,115,0.99469,3.11,0.039,10.9,7
6.8,0.18,0.28,9.8,29,0.45,113,0.99406,3.11,0.039,10.9,7
7.2,0.19,0.31,6.3,17,0.52,103,0.99305,3.15,0.034,11.4,7
6.2,0.16,0.32,1.1,74,0.41,184,0.99096,3.22,0.036,11,6
5,0.27,0.32,4.5,58,0.31,178,0.98956,3.45,0.032,12.6,7
6.3,0.37,0.28,6.3,45,0.46,152,0.9921,3.29,0.034,11.6,7
6.6,0.2,0.27,10.9,29,0.44,130,0.99496,3.11,0.038,10.5,7
6.8,0.18,0.28,9.8,29,0.45,113,0.99406,3.11,0.039,10.9,7
6.8,0.18,0.28,9.8,29,0.45,113,0.99406,3.11,0.039,10.9,7
6.6,0.28,0.34,0.8,42,0.37,119,0.9888,3.03,0.037,12.5,6
6.5,0.35,0.36,0.8,32,0.5,111,0.98942,3.11,0.034,12.1,8
6.9,0.25,0.33,1.2,35,0.58,158,0.99082,3.02,0.035,11.3,6
6,0.32,0.3,1.3,18,0.64,112,0.98802,3.07,0.025,13.3,7
6.8,0.18,0.28,9.8,29,0.45,113,0.99406,3.11,0.039,10.9,7
6.7,0.18,0.28,10.2,29,0.45,115,0.99469,3.11,0.039,10.9,7
6.6,0.2,0.27,10.9,29,0.44,130,0.99496,3.11,0.038,10.5,7
6.3,0.37,0.28,6.3,45,0.46,152,0.9921,3.29,0.034,11.6,7
7.2,0.19,0.31,6.3,17,0.52,103,0.99305,3.15,0.034,11.4,7
6.3,0.18,0.36,1.2,26,0.51,111,0.99074,3.16,0.034,11,6
6.9,0.3,0.36,0.9,40,0.36,156,0.98968,3.08,0.037,12.1,6
6.2,0.16,0.32,1.1,74,0.41,184,0.99096,3.22,0.036,11,6
5,0.27,0.32,4.5,58,0.31,178,0.98956,3.45,0.032,12.6,7
5,0.3,0.33,3.7,54,0.3,173,0.9887,3.36,0.03,13,7
6.5,0.2,0.5,18.1,50,0.64,221,0.99941,2.94,0.054,8.8,6
6.7,0.25,0.31,1.35,30.5,0.53,218,0.99388,3.16,0.061,9.5,5
6.6,0.22,0.36,5.5,30,0.47,105,0.99206,3.2,0.029,11.8,6
6.8,0.25,0.37,3.1,29,0.45,93,0.99035,3.14,0.026,12.2,6
7,0.13,0.37,12.85,36,0.55,105,0.99581,3.05,0.042,10.7,6
7,0.45,0.34,19.8,12,0.38,67,0.9976,3.07,0.04,11,6
7.2,0.32,0.3,8.25,14,0.44,104,0.99362,2.99,0.02,11.4,6
7,0.13,0.37,12.85,36,0.55,105,0.99581,3.05,0.042,10.7,6
5.9,0.34,0.3,3.8,57,0.34,135,0.99016,3.09,0.035,12,6
6.8,0.22,0.31,6.9,33,0.39,121,0.99176,3.02,0.037,11.9,8
7.2,0.32,0.3,8.25,14,0.44,104,0.99362,2.99,0.02,11.4,6
8.4,0.32,0.35,11.7,3,0.34,46,0.99439,3.02,0.029,11.8,6
6.8,0.27,0.29,4.6,6,0.48,88,0.99458,3.34,0.046,10.6,4
8,0.74,0.21,4,24,0.38,133,0.99418,3.06,0.05,9.7,5
7,0.45,0.34,19.8,12,0.38,67,0.9976,3.07,0.04,11,6
7,0.13,0.37,12.85,36,0.55,105,0.99581,3.05,0.042,10.7,6
5.4,0.22,0.29,1.2,69,0.63,152,0.99178,3.76,0.045,11,7
8.4,0.22,0.3,8.9,17,0.34,118,0.99456,2.99,0.024,10.5,6
7.4,0.32,0.22,11.7,44,0.45,150,0.99578,3.1,0.035,10.4,5
7.5,0.18,0.37,6.2,21,0.55,138,0.99546,3.2,0.05,10.5,6
7.1,0.47,0.29,14.8,22,0.48,142,0.99518,3.12,0.024,12,8
7.1,0.47,0.29,14.8,22,0.48,142,0.99518,3.12,0.024,12,8
5.8,0.19,0.25,10.8,33,0.41,124,0.99646,3.22,0.042,9.2,6
6.7,0.14,0.46,1.6,15,0.49,92,0.99264,3.37,0.036,10.9,5
6.8,0.24,0.38,8.3,50,0.5,185,0.99578,3.15,0.045,9.5,6
6.9,0.25,0.47,8.4,36,0.55,156,0.99604,3.15,0.042,9.4,6
6,0.24,0.33,2.5,31,0.5,85,0.99014,3.13,0.026,11.3,7
6.8,0.29,0.34,3.5,26,0.58,189,0.99489,3.42,0.054,10.4,5
